City_ID,City,Country,Max_Temp,Current_Description,Lat,Lng,Hotel Name
335,Teknaf,BD,70.52000000000004,clear sky,20.8624,92.3058,Forestry Guesthouse
341,Salalah,OM,78.88999999999993,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
342,Hualmay,PE,71.618,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
343,Kalmunai,LK,78.78199999999998,overcast clouds,7.4167,81.8167,VS Villa
345,Constitucion,CL,66.38000000000005,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
350,Santa Maria,BR,74.49799999999999,moderate rain,-29.6842,-53.8069,Hotel Morotin
358,Ixtapa,MX,78.02600000000001,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
360,Tautira,PF,78.81800000000004,light rain,-17.7333,-149.15,Pension Oaoa
361,Rach Gia,VN,75.14600000000002,moderate rain,10.0167,105.0833,Nhà Hàng Hòa Giang
365,Kambove,CD,67.85599999999994,broken clouds,-10.8764,26.5969,Couvant des soeurs catholiques
366,Angoche,MZ,76.91000000000003,clear sky,-16.2325,39.9086,Guest House HESADA
368,Rocha,UY,68.08999999999997,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
375,Nhulunbuy,AU,77.61200000000002,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
385,Aguimes,ES,65.03000000000003,scattered clouds,27.9054,-15.4461,Hotel Villa de Aguimes
390,Saint-Joseph,RE,75.57800000000003,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
393,Calama,CL,73.88600000000002,few clouds,-22.4667,-68.9333,Diego De Almagro Calama
396,Victoria,HK,69.78199999999998,clear sky,22.2855,114.1577,Mini Hotel Central
397,Karanja,IN,67.42399999999992,overcast clouds,20.4833,77.4833,Gurukrupa Hotel and Restaurant
400,Charters Towers,AU,74.714,broken clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
401,Nishihara,JP,70.88000000000005,broken clouds,26.1842,127.7558,Minshuku Agaihama
406,Nizwa,OM,74.91199999999998,clear sky,22.9333,57.5333,Orient Apartments
408,Pozo Colorado,PY,71.63600000000002,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
411,Cacoal,BR,75.84800000000001,overcast clouds,-11.4386,-61.4472,Hotel BR 364
412,Bac Lieu,VN,74.24600000000004,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
415,Vapi,IN,76.01000000000005,scattered clouds,20.3718,72.9049,hotel Dan
416,Sibu,MY,75.50600000000003,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
418,Karaton,ID,73.56200000000007,light rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
419,Champasak,LA,70.142,overcast clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
420,Inongo,CD,74.28199999999998,light rain,-1.95,18.2667,Hotel Du Lac
421,Coquimbo,CL,65.93,clear sky,-29.9533,-71.3436,Punto de encuentro
425,Bacolod,PH,77.97200000000004,overcast clouds,10.6667,122.95,Planta Hotel & Residences
429,Tahta,EG,75.52399999999994,broken clouds,26.7693,31.5021,مصطفي عساف
431,Buraydah,SA,66.64999999999992,clear sky,26.326,43.975,فندق راحة السلام
434,Honiara,SB,77.89999999999992,light rain,-9.4333,159.95,Heritage Park Hotel
437,Turan,VN,73.382,mist,16.0678,108.2208,Sun River Hotel
449,Namibe,AO,70.48399999999998,broken clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
450,Rawson,AR,74.83999999999997,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
451,Bahia Blanca,AR,72.1760000000001,overcast clouds,-38.7196,-62.2724,Hotel Argos
455,Chimbote,PE,71.40199999999999,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
457,Ajdabiya,LY,78.96200000000005,overcast clouds,30.7554,20.2263,Almadina Hotel
459,Riyadh,SA,68.14400000000006,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
463,Sibolga,ID,75.416,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
464,San Quintin,MX,70.73600000000005,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
465,Emerald,AU,73.54400000000004,broken clouds,-23.5333,148.1667,The Irish Village
468,Gigmoto,PH,79.44800000000004,overcast clouds,13.7796,124.39,Cj's Travellers Inn
469,Rahuri,IN,67.892,scattered clouds,19.3833,74.65,Vitthal Kamats
475,Dingle,PH,75.86599999999993,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
478,Sao Filipe,CV,77.63000000000005,broken clouds,14.8961,-24.4956,Hotel Xaguate
483,Guerrero Negro,MX,71.69,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
484,Soe,ID,68.738,overcast clouds,-9.8607,124.284,Dena Hotel
485,Dicabisagan,PH,75.93800000000005,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
490,Imbituba,BR,78.69199999999995,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
494,Miri,MY,75.344,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
495,Souillac,MU,77.37799999999999,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
504,Sur,OM,75.72200000000004,clear sky,22.5667,59.5289,Sur Plaza Hotel
510,Namatanai,PG,78.83600000000007,moderate rain,-3.6667,152.4333,Seagulls Inn Namatani
518,Pisco,PE,73.45400000000001,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
519,Vanimo,PG,77.05400000000003,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
523,Kutum,SD,74.12000000000006,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
528,Alyangula,AU,71.47399999999999,few clouds,-13.8483,136.4192,Groote Eylandt Lodge
531,Kattivakkam,IN,75.29000000000002,moderate rain,13.2167,80.3167,Euronova Freezer
537,La Reforma,MX,77.28799999999995,overcast clouds,25.0833,-108.05,Hotel Reforma
540,Katobu,ID,76.15400000000005,overcast clouds,-4.9408,122.5276,La Ode Husein
541,Antofagasta,CL,65.47999999999996,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
542,Buala,SB,79.75399999999996,light rain,-8.145,159.5921,Maringe Lagoon Lodge
543,Manavgat,TR,66.61399999999998,broken clouds,36.7867,31.4431,River Boutique Hotel
544,Gympie,AU,69.40400000000005,overcast clouds,-26.1898,152.665,Mary River Motor Inn
552,Bella Union,UY,68.98999999999995,overcast clouds,-30.2752,-57.6007,Saville Free Shop
553,Atar,MR,74.91199999999998,clear sky,20.5169,-13.0499,Oumou Elghoura
